Método,Ruta,Tiempo Medio,N. de Peticiones
POST,/api/v1/devices/aXXMrh/access/,49.0 ms,1 pet
PATCH,/api/v1/devices/ieVZIC/,88.0 ms,1 pet
POST,/api/v1/devices/DPcxoV/access/,47.0 ms,1 pet
POST,/api/v1/devices/DunDmk/access/,50.0 ms,1 pet
PATCH,/api/v1/devices/DunDmk/,104.0 ms,1 pet
POST,/api/v1/devices/Iwd7ma/access/,45.0 ms,1 pet
POST,/api/v1/devices/VMUBwB/access/,48.0 ms,1 pet
POST,/api/v1/devices/hUivRJ/access/,51.0 ms,1 pet
PATCH,/api/v1/devices/hUivRJ/,122.0 ms,2 pet
POST,/api/v1/devices/NJN3l8/access/,60.0 ms,1 pet
PATCH,/api/v1/devices/Nnk1mb/,81.0 ms,1 pet
POST,/api/v1/devices/NNQhd6/access/,43.0 ms,1 pet
PATCH,/api/v1/devices/NNQhd6/,99.0 ms,1 pet
PATCH,/api/v1/devices/O0SjWb/,79.0 ms,1 pet
PATCH,/api/v1/devices/8UJSeZ/,128.33333333333334 ms,3 pet
POST,/api/v1/devices/LdQqSZ/access/,46.0 ms,1 pet
PATCH,/api/v1/devices/LdQqSZ/,90.0 ms,1 pet
PATCH,/api/v1/devices/exGxJ3/,63.0 ms,1 pet
PATCH,/api/v1/devices/74rFk7/,104.0 ms,1 pet
PATCH,/api/v1/devices/gb4isX/,57.0 ms,1 pet
POST,/api/v1/devices/PO4jlz/access/,49.0 ms,1 pet
PATCH,/api/v1/devices/PO4jlz/,61.0 ms,1 pet
PATCH,/api/v1/devices/zI89k1/,91.0 ms,1 pet
POST,/api/v1/devices/lFjrId/access/,46.0 ms,1 pet
POST,/api/v1/devices/41PVrq/access/,49.0 ms,1 pet
POST,/api/v1/devices/ssNLDt/access/,48.0 ms,1 pet
POST,/api/v1/devices/AoVuKa/access/,53.0 ms,1 pet
POST,/api/v1/devices/Iq3Lyq/access/,47.0 ms,1 pet
PATCH,/api/v1/devices/p6uhGl/,78.5 ms,2 pet
PATCH,/api/v1/devices/t4o7eM/,68.0 ms,1 pet
PATCH,/api/v1/devices/SHwFv0/,64.0 ms,2 pet
PATCH,/api/v1/devices/GIDPVC/,95.0 ms,1 pet
POST,/api/v1/devices/MFd3Y7/access/,46.0 ms,1 pet
PATCH,/api/v1/devices/MFd3Y7/,102.0 ms,2 pet
POST,/api/v1/devices/9C7wUx/access/,49.0 ms,1 pet
PATCH,/api/v1/devices/9C7wUx/,90.0 ms,1 pet
OPTIONS,/api/v1/devices/lv9jXL/access/,13.0 ms,1 pet
PATCH,/api/v1/devices/SAceWi/,93.0 ms,1 pet
PATCH,/api/v1/devices/cOpesz/,62.0 ms,1 pet
POST,/api/v1/platforms/web/subscriptions/,50.0 ms,1 pet
POST,/api/v1/devices/pb36TF/access/,48.0 ms,1 pet
POST,/api/v1/devices/S5bdKf/access/,48.0 ms,1 pet
PATCH,/api/v1/devices/S5bdKf/,92.5 ms,2 pet
OPTIONS,/api/v1/devices/n4bFDn/access/,36.0 ms,1 pet
POST,/api/v1/devices/RmdDmU/access/,45.0 ms,1 pet
PATCH,/api/v1/devices/l3kL0R/,58.0 ms,1 pet
POST,/api/v1/devices/R7R79p/access/,44.0 ms,1 pet
PATCH,/api/v1/devices/kREpaw/,85.0 ms,1 pet
PATCH,/api/v1/devices/C9x08D/,88.0 ms,1 pet
POST,/api/v1/devices/tKAa8S/access/,69.0 ms,1 pet
PATCH,/api/v1/devices/uYy3Nb/,87.0 ms,1 pet
POST,/api/v1/devices/Yxjf9t/access/,44.0 ms,1 pet
PATCH,/api/v1/devices/303Kj4/,62.0 ms,1 pet
POST,/api/v1/devices/WafqJn/access/,45.0 ms,1 pet
POST,/api/v1/devices/4KYuHA/access/,68.0 ms,1 pet
PATCH,/api/v1/devices/aoaQbC/,107.0 ms,1 pet
PATCH,/api/v1/devices/AykCXs/,57.0 ms,1 pet
POST,/api/v1/devices/gnzheB/access/,163.0 ms,1 pet
PATCH,/api/v1/devices/aQljQ9/,119.0 ms,2 pet
PATCH,/api/v1/devices/V6AAA8/,58.0 ms,1 pet
POST,/api/v1/devices/4MHP4r/access/,47.0 ms,1 pet
POST,/api/v1/devices/OoCC4E/access/,45.0 ms,1 pet
PATCH,/api/v1/devices/hJJlMI/,113.0 ms,3 pet
POST,/api/v1/devices/hJJlMI/access/,51.0 ms,1 pet
PATCH,/api/v1/devices/tKovKs/,64.0 ms,1 pet
PATCH,/api/v1/devices/YtaT9J/,93.0 ms,1 pet
PATCH,/api/v1/devices/5RQUh7/,98.0 ms,2 pet
POST,/api/v1/devices/zxTerp/access/,48.0 ms,1 pet
POST,/api/v1/devices/hFbvKn/access/,47.0 ms,1 pet
PATCH,/api/v1/devices/hFbvKn/,68.0 ms,1 pet
POST,/api/v1/devices/YlSPqz/access/,82.0 ms,1 pet
PATCH,/api/v1/devices/YlSPqz/,106.0 ms,1 pet
PATCH,/api/v1/devices/LWQyTr/,92.0 ms,1 pet
POST,/api/v1/devices/y3snHh/access/,46.0 ms,1 pet
PATCH,/api/v1/devices/ZKvSjJ/,86.0 ms,1 pet
POST,/api/v1/devices/aArhzE/access/,44.0 ms,1 pet
PATCH,/api/v1/devices/LVh3q8/,88.0 ms,1 pet
POST,/api/v1/devices/MteRHR/access/,58.0 ms,1 pet
PATCH,/api/v1/devices/kQrFAx/,75.5 ms,2 pet
PATCH,/api/v1/devices/bkljg5/,105.0 ms,1 pet
POST,/api/v1/devices/txonyW/access/,57.0 ms,1 pet
PATCH,/api/v1/devices/txonyW/,65.0 ms,1 pet
POST,/api/v1/devices/34MRGy/access/,72.0 ms,1 pet
PATCH,/api/v1/devices/34MRGy/,116.0 ms,1 pet
POST,/api/v1/devices/FdeHDL/access/,50.0 ms,1 pet
POST,/api/v1/devices/OcKBnE/access/,42.0 ms,1 pet
PATCH,/api/v1/devices/OcKBnE/,62.0 ms,1 pet
PATCH,/api/v1/devices/HMDDxD/,85.66666666666667 ms,3 pet
PATCH,/api/v1/devices/ozeh4L/,58.0 ms,1 pet
PATCH,/api/v1/devices/FtXSrQ/,93.0 ms,1 pet
PATCH,/api/v1/devices/Rp7zye/,83.0 ms,1 pet
POST,/api/v1/devices/HMDDxD/access/,48.0 ms,1 pet
PATCH,/api/v1/devices/vBzcN4/,81.0 ms,1 pet
POST,/api/v1/devices/vBzcN4/access/,47.0 ms,1 pet
POST,/api/v1/devices/4fEFcm/access/,49.0 ms,1 pet
GET,/messenger/page/10dartsArena/feed/?,597.0 ms,1 pet
PATCH,/api/v1/devices/X0ArO2/,83.0 ms,1 pet
PATCH,/api/v1/devices/cgLZpP/,91.0 ms,1 pet
PATCH,/api/v1/devices/t4UKbu/,57.0 ms,1 pet
POST,/api/v1/devices/0GP0eY/access/,46.0 ms,1 pet
PATCH,/api/v1/devices/rKgSlS/,88.0 ms,1 pet
POST,/api/v1/devices/PWcu4B/access/,46.0 ms,1 pet
POST,/api/v1/devices/nLptSK/access/,61.0 ms,1 pet
POST,/api/v1/devices/ZjkSef/access/,56.0 ms,1 pet
PATCH,/api/v1/devices/VQanYB/,84.0 ms,1 pet
POST,/api/v1/devices/4CPYdj/access/,58.0 ms,1 pet
PATCH,/api/v1/devices/ji2clw/,92.0 ms,1 pet
GET,/app/,28.0 ms,1 pet
GET,/api/v1/users/me/,50.0 ms,1 pet
GET,,/api/v1/metrics/?kind=transactional&use_event_time=false&start_datetime=2018-04-01T22%3A00%3A00&finish_datetime=2018-04-09T13%3A24%3A33&fields=sent_to,,followed_by,,126.0 ms,1 pet
GET,,/api/v1/metrics/?kind=manual&use_event_time=false&start_datetime=2018-04-01T22%3A00%3A00&finish_datetime=2018-04-09T13%3A24%3A33&fields=sent_to,,followed_by,,131.0 ms,1 pet
GET,,/api/v1/metrics/?accumulated=true&fields=personas,,alive_personas,,active_personas&start_datetime=2018-04-01T22%3A00%3A00,,239.5 ms,2 pet
GET,,/api/v1/metrics/?start_datetime=2018-04-01T22%3A00%3A00&finish_datetime=2018-04-09T13%3A24%3A33&fields=sent_to,,followed_by,,749.0 ms,1 pet
GET,/api/v1/notifications/?origin=content&exclude_retries=1,726.0 ms,1 pet
PATCH,/api/v1/devices/2nCszH/,91.0 ms,1 pet
GET,/api/v1/notifications/?exclude_retries=1&origin=content&page=3,401.0 ms,1 pet
POST,/api/v1/devices/B8zANl/access/,48.0 ms,1 pet
GET,/api/v1/notifications/?exclude_retries=1&origin=content&page=7,400.0 ms,1 pet
GET,/api/v1/notifications/?exclude_retries=1&origin=content&page=8,407.0 ms,1 pet
GET,/api/v1/notifications/?exclude_retries=1&origin=content&page=10,386.0 ms,1 pet
GET,/api/v1/notifications/?exclude_retries=1&origin=content&page=12,436.0 ms,1 pet
GET,/api/v1/notifications/?exclude_retries=1&origin=content&page=14,451.0 ms,1 pet
GET,/api/v1/notifications/?exclude_retries=1&origin=content&page=16,390.0 ms,1 pet
GET,/api/v1/notifications/?exclude_retries=1&origin=content&page=18,396.0 ms,1 pet
PATCH,/api/v1/devices/0brpiY/,81.0 ms,1 pet
GET,/api/v1/notifications/?exclude_retries=1&origin=content&page=20,395.0 ms,1 pet
GET,/api/v1/notifications/?exclude_retries=1&origin=content&page=22,388.0 ms,1 pet
GET,/api/v1/notifications/?exclude_retries=1&origin=content&page=24,406.0 ms,1 pet
GET,/api/v1/notifications/?exclude_retries=1&origin=content&page=25,384.0 ms,1 pet
GET,/api/v1/notifications/?exclude_retries=1&origin=content&page=27,142.0 ms,1 pet
POST,/api/v1/devices/vzmlhH/access/,45.0 ms,1 pet
POST,/api/v1/devices/5j9ZHU/access/,48.0 ms,1 pet
PATCH,/api/v1/devices/9GMxhX/,81.0 ms,1 pet
POST,/api/v1/devices/9CKgnJ/access/,79.0 ms,2 pet
PATCH,/api/v1/devices/9CKgnJ/,76.0 ms,2 pet
PATCH,/api/v1/devices/2ZKPkb/,54.0 ms,1 pet
PATCH,/api/v1/devices/Ecfsfk/,91.0 ms,1 pet
PATCH,/api/v1/devices/KPVrhS/,115.0 ms,2 pet
POST,/api/v1/devices/ld6Zsm/access/,53.0 ms,1 pet
POST,/api/v1/devices/r4WM0x/access/,45.0 ms,1 pet
POST,/api/v1/devices/hnZhPd/access/,45.0 ms,1 pet
PATCH,/api/v1/devices/0PksoC/,118.0 ms,1 pet
PATCH,/api/v1/devices/NMIU5j/,57.0 ms,1 pet
POST,/api/v1/devices/yXvHip/access/,76.0 ms,1 pet
POST,/api/v1/devices/ul22IS/access/,64.0 ms,1 pet
GET,,/api/v1/metrics/?kind=automatic&use_event_time=false&start_datetime=2018-04-01T22%3A00%3A00&finish_datetime=2018-04-09T13%3A26%3A39&fields=sent_to,,followed_by,,166.0 ms,1 pet
GET,/api/v1/usage/,243.0 ms,2 pet
PATCH,/api/v1/devices/8E5pWH/,86.0 ms,1 pet
GET,,/api/v1/metrics/?start_datetime=2018-04-01T22%3A00%3A00&finish_datetime=2018-04-09T13%3A26%3A39&fields=sent_to,,followed_by,,435.0 ms,1 pet
GET,/api/v1/metrics/?accumulated=true&fields=active_devices&start_datetime=2018-03-11T23%3A00%3A00&finish_datetime=2018-04-09T13%3A26%3A45&platform=android,358.0 ms,1 pet
GET,/api/v1/metrics/?accumulated=true&fields=active_devices&start_datetime=2018-03-11T23%3A00%3A00&finish_datetime=2018-04-09T13%3A26%3A45&platform=web,356.0 ms,1 pet
GET,,/api/v1/metrics/?accumulated=true&fields=sent_to,,received_by,,followed_by,,skipped,,alive_devices,,active_personas&start_datetime=2018-04-09T13%3A26%3A45,,1743.0 ms,1 pet
GET,,/api/v1/metrics/?fields=sent_to,,followed_by&start_datetime=2018-03-11T23%3A00%3A00&finish_datetime=2018-04-09T13%3A26%3A45&platform=android,,2560.0 ms,1 pet
GET,,/api/v1/metrics/?fields=sent_to,,followed_by&start_datetime=2018-03-11T23%3A00%3A00&finish_datetime=2018-04-09T13%3A26%3A45&platform=web,,2375.0 ms,1 pet
PATCH,/api/v1/devices/8LTjRN/,58.0 ms,1 pet
POST,/api/v1/devices/jqRk52/access/,47.0 ms,1 pet
PATCH,/api/v1/devices/jqRk52/,82.0 ms,1 pet
POST,/api/v1/devices/GA9ZvF/access/,48.0 ms,1 pet
GET,,/api/v1/metrics/?fields=accesses,,devices_accesses&start_datetime=2018-03-11T23%3A00%3A00&finish_datetime=2018-04-09T13%3A26%3A45,,8023.0 ms,1 pet
GET,/api/v1/metrics/?accumulated=true&fields=active_devices&start_datetime=2018-02-01T11%3A00%3A00&finish_datetime=2018-04-09T13%3A26%3A45&platform=ios,657.0 ms,1 pet
GET,/api/v1/metrics/?accumulated=true&fields=active_devices&start_datetime=2018-02-01T11%3A00%3A00&finish_datetime=2018-04-09T13%3A26%3A45&platform=messenger,760.0 ms,1 pet
GET,,/api/v1/metrics/?accumulated=true&fields=personas,,alive_personas,,active_personas&start_datetime=2018-02-01T11%3A00%3A00&finish_datetime=2018-04-09T13%3A26%3A45,,1969.0 ms,1 pet
PATCH,/api/v1/devices/unIo7Z/,107.0 ms,1 pet
